idx,tf,n_dir,dir_sum,dir_pf,n_inv,inv_sum,inv_pf,cfg_str
600,M15,601,122.61,0.0,601,-134.29,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm1_zone_old_sl0.2_rr1
601,M15,601,205.81,0.0,601,-89.48,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm1_zone_old_sl0.2_rr1.3
602,M15,601,85.02,0.0,601,-229.68,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm1_zone_rr_sl0.2_rr1
603,M15,601,297.75,0.0,601,-211.43,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm1_zone_rr_sl0.2_rr1.3
604,M15,601,-51.52,0.0,601,-68.81,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm1_zone_old_sl0.35_rr1
605,M15,601,26.64,0.0,601,-24.98,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm1_zone_old_sl0.35_rr1.3
606,M15,601,199.29,0.0,601,-163.85,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm1_zone_rr_sl0.35_rr1
607,M15,601,433.41,0.0,601,-232.81,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm1_zone_rr_sl0.35_rr1.3
608,M15,596,-16.57,0.0,596,11.76,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm0.6_swing_old_sl0.2_rr1
609,M15,596,132.73,0.0,596,90.55,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm0.6_swing_old_sl0.2_rr1.3
610,M15,596,638.58,0.0,596,-240.59,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm0.6_swing_rr_sl0.2_rr1
611,M15,596,1008.37,0.0,596,-137.63,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm0.6_swing_rr_sl0.2_rr1.3
612,M15,593,-17.69,0.0,593,-277.38,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm0.6_swing_old_sl0.35_rr1
613,M15,593,134.68,0.0,593,-208.55,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm0.6_swing_old_sl0.35_rr1.3
614,M15,593,1242.81,0.0,593,-307.65,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm0.6_swing_rr_sl0.35_rr1
615,M15,593,1276.55,0.0,593,-427.84,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm0.6_swing_rr_sl0.35_rr1.3
616,M15,601,122.61,0.0,601,-134.29,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm0.6_zone_old_sl0.2_rr1
617,M15,601,205.81,0.0,601,-89.48,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm0.6_zone_old_sl0.2_rr1.3
618,M15,601,85.02,0.0,601,-229.68,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm0.6_zone_rr_sl0.2_rr1
619,M15,601,297.75,0.0,601,-211.43,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm0.6_zone_rr_sl0.2_rr1.3
620,M15,601,-51.52,0.0,601,-68.81,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm0.6_zone_old_sl0.35_rr1
621,M15,601,26.64,0.0,601,-24.98,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm0.6_zone_old_sl0.35_rr1.3
622,M15,601,199.29,0.0,601,-163.85,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm0.6_zone_rr_sl0.35_rr1
623,M15,601,433.41,0.0,601,-232.81,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm0.6_zone_rr_sl0.35_rr1.3
624,M15,596,-16.57,0.0,596,11.76,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm1_swing_old_sl0.2_rr1
625,M15,596,132.73,0.0,596,90.55,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm1_swing_old_sl0.2_rr1.3
626,M15,596,638.58,0.0,596,-240.59,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm1_swing_rr_sl0.2_rr1
627,M15,596,1008.37,0.0,596,-137.63,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm1_swing_rr_sl0.2_rr1.3
628,M15,593,-17.69,0.0,593,-277.38,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm1_swing_old_sl0.35_rr1
629,M15,593,134.68,0.0,593,-208.55,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm1_swing_old_sl0.35_rr1.3
630,M15,593,1242.81,0.0,593,-307.65,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm1_swing_rr_sl0.35_rr1
631,M15,593,1276.55,0.0,593,-427.84,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm1_swing_rr_sl0.35_rr1.3
632,M15,601,122.61,0.0,601,-134.29,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm1_zone_old_sl0.2_rr1
633,M15,601,205.81,0.0,601,-89.48,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm1_zone_old_sl0.2_rr1.3
634,M15,601,85.02,0.0,601,-229.68,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm1_zone_rr_sl0.2_rr1
635,M15,601,297.75,0.0,601,-211.43,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm1_zone_rr_sl0.2_rr1.3
636,M15,601,-51.52,0.0,601,-68.81,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm1_zone_old_sl0.35_rr1
637,M15,601,26.64,0.0,601,-24.98,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm1_zone_old_sl0.35_rr1.3
638,M15,601,199.29,0.0,601,-163.85,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm1_zone_rr_sl0.35_rr1
639,M15,601,433.41,0.0,601,-232.81,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl16_tm1_zone_rr_sl0.35_rr1.3
640,M15,303,-15.6,0.0,303,-237.19,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm0.6_swing_old_sl0.2_rr1
641,M15,303,109.51,0.0,303,-245.49,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm0.6_swing_old_sl0.2_rr1.3
642,M15,303,653.07,0.0,303,-625.9,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm0.6_swing_rr_sl0.2_rr1
643,M15,303,526.91,0.0,303,-180.61,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm0.6_swing_rr_sl0.2_rr1.3
644,M15,301,138.64,0.0,301,-309.54,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm0.6_swing_old_sl0.35_rr1
645,M15,301,288.27,0.0,301,-337.13,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm0.6_swing_old_sl0.35_rr1.3
646,M15,301,680.12,0.0,301,-684.18,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm0.6_swing_rr_sl0.35_rr1
647,M15,301,1023.19,0.0,301,-530.64,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm0.6_swing_rr_sl0.35_rr1.3
648,M15,305,431.73,0.0,305,-306.14,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm0.6_zone_old_sl0.2_rr1
649,M15,305,223.37,0.0,305,-313.52,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm0.6_zone_old_sl0.2_rr1.3
650,M15,305,452.75,0.0,305,-0.43,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm0.6_zone_rr_sl0.2_rr1
651,M15,305,763.13,0.0,305,250.1,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm0.6_zone_rr_sl0.2_rr1.3
652,M15,305,237.84,0.0,305,-237.29,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm0.6_zone_old_sl0.35_rr1
653,M15,305,137.47,0.0,305,-286.06,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm0.6_zone_old_sl0.35_rr1.3
654,M15,305,549.35,0.0,305,-30.11,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm0.6_zone_rr_sl0.35_rr1
655,M15,305,487.49,0.0,305,244.26,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm0.6_zone_rr_sl0.35_rr1.3
656,M15,222,124.64,0.0,222,3.77,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm1_swing_old_sl0.2_rr1
657,M15,222,165.41,0.0,222,-42.71,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm1_swing_old_sl0.2_rr1.3
658,M15,222,643.5,0.0,222,-427.54,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm1_swing_rr_sl0.2_rr1
659,M15,222,572.97,0.0,222,-469.41,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm1_swing_rr_sl0.2_rr1.3
660,M15,220,278.3,0.0,220,-162.81,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm1_swing_old_sl0.35_rr1
661,M15,220,344.89,0.0,220,-188.88,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm1_swing_old_sl0.35_rr1.3
662,M15,220,733.93,0.0,220,-400.91,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm1_swing_rr_sl0.35_rr1
663,M15,220,914.7,0.0,220,-277.68,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm1_swing_rr_sl0.35_rr1.3
664,M15,223,505.94,0.0,223,-84.29,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm1_zone_old_sl0.2_rr1
665,M15,223,316.69,0.0,223,30.14,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm1_zone_old_sl0.2_rr1.3
666,M15,223,313.0,0.0,223,-47.43,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm1_zone_rr_sl0.2_rr1
667,M15,223,495.64,0.0,223,171.41,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm1_zone_rr_sl0.2_rr1.3
668,M15,223,417.15,0.0,223,-108.85,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm1_zone_old_sl0.35_rr1
669,M15,223,253.22,0.0,223,8.68,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm1_zone_old_sl0.35_rr1.3
670,M15,223,271.56,0.0,223,12.08,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm1_zone_rr_sl0.35_rr1
671,M15,223,520.58,0.0,223,97.95,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl12_tm1_zone_rr_sl0.35_rr1.3
672,M15,282,282.11,0.0,282,-185.56,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm0.6_swing_old_sl0.2_rr1
673,M15,282,326.04,0.0,282,-304.73,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm0.6_swing_old_sl0.2_rr1.3
674,M15,282,1429.32,0.0,282,-152.81,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm0.6_swing_rr_sl0.2_rr1
675,M15,282,943.02,0.0,282,-156.04,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm0.6_swing_rr_sl0.2_rr1.3
676,M15,280,346.16,0.0,280,-493.8,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm0.6_swing_old_sl0.35_rr1
677,M15,280,260.48,0.0,280,-494.89,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm0.6_swing_old_sl0.35_rr1.3
678,M15,280,1149.87,0.0,280,-306.36,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm0.6_swing_rr_sl0.35_rr1
679,M15,280,918.97,0.0,280,-337.54,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm0.6_swing_rr_sl0.35_rr1.3
680,M15,284,360.79,0.0,284,-337.88,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm0.6_zone_old_sl0.2_rr1
681,M15,284,250.26,0.0,284,-198.16,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm0.6_zone_old_sl0.2_rr1.3
682,M15,284,643.64,0.0,284,-351.01,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm0.6_zone_rr_sl0.2_rr1
683,M15,284,281.71,0.0,284,-421.05,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm0.6_zone_rr_sl0.2_rr1.3
684,M15,284,316.8,0.0,284,-261.75,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm0.6_zone_old_sl0.35_rr1
685,M15,284,199.42,0.0,284,-145.14,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm0.6_zone_old_sl0.35_rr1.3
686,M15,284,716.42,0.0,284,-296.14,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm0.6_zone_rr_sl0.35_rr1
687,M15,284,315.94,0.0,284,-401.21,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm0.6_zone_rr_sl0.35_rr1.3
688,M15,210,102.74,0.0,210,-68.48,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm1_swing_old_sl0.2_rr1
689,M15,210,95.53,0.0,210,-158.86,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm1_swing_old_sl0.2_rr1.3
690,M15,210,887.6,0.0,210,-396.86,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm1_swing_rr_sl0.2_rr1
691,M15,210,606.44,0.0,210,-409.24,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm1_swing_rr_sl0.2_rr1.3
692,M15,208,156.25,0.0,208,-77.0,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm1_swing_old_sl0.35_rr1
693,M15,208,17.68,0.0,208,-172.32,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm1_swing_old_sl0.35_rr1.3
694,M15,208,249.3,0.0,208,-617.0,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm1_swing_rr_sl0.35_rr1
695,M15,208,-125.76,0.0,208,-451.14,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm1_swing_rr_sl0.35_rr1.3
696,M15,211,304.08,0.0,211,-116.71,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm1_zone_old_sl0.2_rr1
697,M15,211,-64.94,0.0,211,9.07,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm1_zone_old_sl0.2_rr1.3
698,M15,211,557.6,0.0,211,-129.75,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm1_zone_rr_sl0.2_rr1
699,M15,211,689.55,0.0,211,-190.49,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm1_zone_rr_sl0.2_rr1.3
700,M15,211,234.29,0.0,211,-6.03,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm1_zone_old_sl0.35_rr1
701,M15,211,-133.83,0.0,211,23.53,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm1_zone_old_sl0.35_rr1.3
702,M15,211,615.53,0.0,211,-146.94,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm1_zone_rr_sl0.35_rr1
703,M15,211,708.6,0.0,211,-148.78,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr1_tl16_tm1_zone_rr_sl0.35_rr1.3
704,M15,536,-316.07,0.0,536,331.65,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm0.6_swing_old_sl0.2_rr1
705,M15,536,-201.98,0.0,536,202.42,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm0.6_swing_old_sl0.2_rr1.3
706,M15,536,516.98,0.0,536,-227.78,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm0.6_swing_rr_sl0.2_rr1
707,M15,536,708.89,0.0,536,-197.92,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm0.6_swing_rr_sl0.2_rr1.3
708,M15,533,-120.56,0.0,533,137.38,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm0.6_swing_old_sl0.35_rr1
709,M15,533,18.86,0.0,533,-17.32,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm0.6_swing_old_sl0.35_rr1.3
710,M15,533,977.23,0.0,533,-229.34,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm0.6_swing_rr_sl0.35_rr1
711,M15,533,1107.73,0.0,533,-616.8,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm0.6_swing_rr_sl0.35_rr1.3
712,M15,540,55.13,0.0,540,-149.1,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm0.6_zone_old_sl0.2_rr1
713,M15,540,-180.36,0.0,540,17.8,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm0.6_zone_old_sl0.2_rr1.3
714,M15,540,-214.37,0.0,540,-318.73,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm0.6_zone_rr_sl0.2_rr1
715,M15,540,-233.1,0.0,540,310.96,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm0.6_zone_rr_sl0.2_rr1.3
716,M15,540,-241.21,0.0,540,-27.84,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm0.6_zone_old_sl0.35_rr1
717,M15,540,-346.0,0.0,540,98.92,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm0.6_zone_old_sl0.35_rr1.3
718,M15,540,-106.29,0.0,540,-298.64,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm0.6_zone_rr_sl0.35_rr1
719,M15,540,-288.17,0.0,540,303.39,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm0.6_zone_rr_sl0.35_rr1.3
720,M15,536,-316.07,0.0,536,331.65,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm1_swing_old_sl0.2_rr1
721,M15,536,-201.98,0.0,536,202.42,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm1_swing_old_sl0.2_rr1.3
722,M15,536,516.98,0.0,536,-227.78,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm1_swing_rr_sl0.2_rr1
723,M15,536,708.89,0.0,536,-197.92,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm1_swing_rr_sl0.2_rr1.3
724,M15,533,-120.56,0.0,533,137.38,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm1_swing_old_sl0.35_rr1
725,M15,533,18.86,0.0,533,-17.32,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm1_swing_old_sl0.35_rr1.3
726,M15,533,977.23,0.0,533,-229.34,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm1_swing_rr_sl0.35_rr1
727,M15,533,1107.73,0.0,533,-616.8,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm1_swing_rr_sl0.35_rr1.3
728,M15,540,55.13,0.0,540,-149.1,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm1_zone_old_sl0.2_rr1
729,M15,540,-180.36,0.0,540,17.8,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm1_zone_old_sl0.2_rr1.3
730,M15,540,-214.37,0.0,540,-318.73,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm1_zone_rr_sl0.2_rr1
731,M15,540,-233.1,0.0,540,310.96,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm1_zone_rr_sl0.2_rr1.3
732,M15,540,-241.21,0.0,540,-27.84,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm1_zone_old_sl0.35_rr1
733,M15,540,-346.0,0.0,540,98.92,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm1_zone_old_sl0.35_rr1.3
734,M15,540,-106.29,0.0,540,-298.64,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm1_zone_rr_sl0.35_rr1
735,M15,540,-288.17,0.0,540,303.39,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl12_tm1_zone_rr_sl0.35_rr1.3
736,M15,536,-316.07,0.0,536,331.65,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl16_tm0.6_swing_old_sl0.2_rr1
737,M15,536,-201.98,0.0,536,202.42,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl16_tm0.6_swing_old_sl0.2_rr1.3
738,M15,536,516.98,0.0,536,-227.78,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl16_tm0.6_swing_rr_sl0.2_rr1
739,M15,536,708.89,0.0,536,-197.92,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl16_tm0.6_swing_rr_sl0.2_rr1.3
740,M15,533,-120.56,0.0,533,137.38,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl16_tm0.6_swing_old_sl0.35_rr1
741,M15,533,18.86,0.0,533,-17.32,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl16_tm0.6_swing_old_sl0.35_rr1.3
742,M15,533,977.23,0.0,533,-229.34,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl16_tm0.6_swing_rr_sl0.35_rr1
743,M15,533,1107.73,0.0,533,-616.8,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl16_tm0.6_swing_rr_sl0.35_rr1.3
744,M15,540,55.13,0.0,540,-149.1,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl16_tm0.6_zone_old_sl0.2_rr1
745,M15,540,-180.36,0.0,540,17.8,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl16_tm0.6_zone_old_sl0.2_rr1.3
746,M15,540,-214.37,0.0,540,-318.73,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl16_tm0.6_zone_rr_sl0.2_rr1
747,M15,540,-233.1,0.0,540,310.96,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl16_tm0.6_zone_rr_sl0.2_rr1.3
748,M15,540,-241.21,0.0,540,-27.84,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl16_tm0.6_zone_old_sl0.35_rr1
749,M15,540,-346.0,0.0,540,98.92,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.35_tr0_tl16_tm0.6_zone_old_sl0.35_rr1.3
