idx,tf,n_dir,dir_sum,dir_pf,n_inv,inv_sum,inv_pf,cfg_str
150,M15,203,415.07,0.0,203,69.84,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl12_tm1_swing_rr_sl0.35_rr1
151,M15,203,849.08,0.0,203,100.21,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl12_tm1_swing_rr_sl0.35_rr1.3
152,M15,206,323.47,0.0,206,-51.42,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl12_tm1_zone_old_sl0.2_rr1
153,M15,206,194.7,0.0,206,185.53,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl12_tm1_zone_old_sl0.2_rr1.3
154,M15,206,225.25,0.0,206,10.34,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl12_tm1_zone_rr_sl0.2_rr1
155,M15,206,419.81,0.0,206,78.2,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl12_tm1_zone_rr_sl0.2_rr1.3
156,M15,206,220.94,0.0,206,30.3,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl12_tm1_zone_old_sl0.35_rr1
157,M15,206,117.36,0.0,206,194.45,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl12_tm1_zone_old_sl0.35_rr1.3
158,M15,206,158.93,0.0,206,70.67,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl12_tm1_zone_rr_sl0.35_rr1
159,M15,206,430.32,0.0,206,-25.06,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl12_tm1_zone_rr_sl0.35_rr1.3
160,M15,266,209.09,0.0,266,-301.46,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm0.6_swing_old_sl0.2_rr1
161,M15,266,252.54,0.0,266,-389.17,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm0.6_swing_old_sl0.2_rr1.3
162,M15,266,1309.79,0.0,266,-80.31,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm0.6_swing_rr_sl0.2_rr1
163,M15,266,1098.28,0.0,266,37.98,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm0.6_swing_rr_sl0.2_rr1.3
164,M15,264,334.64,0.0,264,-205.29,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm0.6_swing_old_sl0.35_rr1
165,M15,264,248.74,0.0,264,-91.16,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm0.6_swing_old_sl0.35_rr1.3
166,M15,264,989.6,0.0,264,-134.21,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm0.6_swing_rr_sl0.35_rr1
167,M15,264,1056.47,0.0,264,-247.88,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm0.6_swing_rr_sl0.35_rr1.3
168,M15,268,246.41,0.0,268,-242.59,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm0.6_zone_old_sl0.2_rr1
169,M15,268,72.96,0.0,268,-128.25,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm0.6_zone_old_sl0.2_rr1.3
170,M15,268,542.82,0.0,268,-407.58,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm0.6_zone_rr_sl0.2_rr1
171,M15,268,191.3,0.0,268,-444.02,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm0.6_zone_rr_sl0.2_rr1.3
172,M15,268,202.26,0.0,268,-165.31,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm0.6_zone_old_sl0.35_rr1
173,M15,268,19.52,0.0,268,-78.52,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm0.6_zone_old_sl0.35_rr1.3
174,M15,268,516.33,0.0,268,-355.97,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm0.6_zone_rr_sl0.35_rr1
175,M15,268,215.41,0.0,268,-331.46,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm0.6_zone_rr_sl0.35_rr1.3
176,M15,195,-104.91,0.0,195,22.59,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm1_swing_old_sl0.2_rr1
177,M15,195,-79.88,0.0,195,-39.74,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm1_swing_old_sl0.2_rr1.3
178,M15,195,817.49,0.0,195,-152.59,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm1_swing_rr_sl0.2_rr1
179,M15,195,609.59,0.0,195,-233.64,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm1_swing_rr_sl0.2_rr1.3
180,M15,193,-56.96,0.0,193,37.57,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm1_swing_old_sl0.35_rr1
181,M15,193,-162.22,0.0,193,-28.2,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm1_swing_old_sl0.35_rr1.3
182,M15,193,56.91,0.0,193,-333.22,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm1_swing_rr_sl0.35_rr1
183,M15,193,-147.89,0.0,193,-303.67,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm1_swing_rr_sl0.35_rr1.3
184,M15,196,96.26,0.0,196,-25.73,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm1_zone_old_sl0.2_rr1
185,M15,196,-219.57,0.0,196,66.84,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm1_zone_old_sl0.2_rr1.3
186,M15,196,422.75,0.0,196,-80.66,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm1_zone_rr_sl0.2_rr1
187,M15,196,519.83,0.0,196,-175.71,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm1_zone_rr_sl0.2_rr1.3
188,M15,196,28.75,0.0,196,19.88,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm1_zone_old_sl0.35_rr1
189,M15,196,-290.83,0.0,196,79.41,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm1_zone_old_sl0.35_rr1.3
190,M15,196,465.32,0.0,196,-98.33,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm1_zone_rr_sl0.35_rr1
191,M15,196,544.15,0.0,196,-174.05,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr1_tl16_tm1_zone_rr_sl0.35_rr1.3
192,M15,512,-630.37,0.0,512,467.05,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm0.6_swing_old_sl0.2_rr1
193,M15,512,-542.2,0.0,512,383.58,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm0.6_swing_old_sl0.2_rr1.3
194,M15,512,87.98,0.0,512,19.66,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm0.6_swing_rr_sl0.2_rr1
195,M15,512,476.05,0.0,512,326.94,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm0.6_swing_rr_sl0.2_rr1.3
196,M15,509,-399.62,0.0,509,212.96,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm0.6_swing_old_sl0.35_rr1
197,M15,509,-287.58,0.0,509,154.06,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm0.6_swing_old_sl0.35_rr1.3
198,M15,509,549.63,0.0,509,-169.05,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm0.6_swing_rr_sl0.35_rr1
199,M15,509,517.84,0.0,509,-690.89,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm0.6_swing_rr_sl0.35_rr1.3
200,M15,516,-116.33,0.0,516,-70.65,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm0.6_zone_old_sl0.2_rr1
201,M15,516,-399.64,0.0,516,28.69,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm0.6_zone_old_sl0.2_rr1.3
202,M15,516,-306.93,0.0,516,-0.18,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm0.6_zone_rr_sl0.2_rr1
203,M15,516,-356.08,0.0,516,276.22,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm0.6_zone_rr_sl0.2_rr1.3
204,M15,516,-440.83,0.0,516,-22.52,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm0.6_zone_old_sl0.35_rr1
205,M15,516,-573.53,0.0,516,68.61,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm0.6_zone_old_sl0.35_rr1.3
206,M15,516,-270.41,0.0,516,-15.66,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm0.6_zone_rr_sl0.35_rr1
207,M15,516,-361.77,0.0,516,269.21,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm0.6_zone_rr_sl0.35_rr1.3
208,M15,512,-630.37,0.0,512,467.05,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm1_swing_old_sl0.2_rr1
209,M15,512,-542.2,0.0,512,383.58,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm1_swing_old_sl0.2_rr1.3
210,M15,512,87.98,0.0,512,19.66,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm1_swing_rr_sl0.2_rr1
211,M15,512,476.05,0.0,512,326.94,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm1_swing_rr_sl0.2_rr1.3
212,M15,509,-399.62,0.0,509,212.96,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm1_swing_old_sl0.35_rr1
213,M15,509,-287.58,0.0,509,154.06,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm1_swing_old_sl0.35_rr1.3
214,M15,509,549.63,0.0,509,-169.05,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm1_swing_rr_sl0.35_rr1
215,M15,509,517.84,0.0,509,-690.89,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm1_swing_rr_sl0.35_rr1.3
216,M15,516,-116.33,0.0,516,-70.65,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm1_zone_old_sl0.2_rr1
217,M15,516,-399.64,0.0,516,28.69,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm1_zone_old_sl0.2_rr1.3
218,M15,516,-306.93,0.0,516,-0.18,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm1_zone_rr_sl0.2_rr1
219,M15,516,-356.08,0.0,516,276.22,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm1_zone_rr_sl0.2_rr1.3
220,M15,516,-440.83,0.0,516,-22.52,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm1_zone_old_sl0.35_rr1
221,M15,516,-573.53,0.0,516,68.61,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm1_zone_old_sl0.35_rr1.3
222,M15,516,-270.41,0.0,516,-15.66,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm1_zone_rr_sl0.35_rr1
223,M15,516,-361.77,0.0,516,269.21,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl12_tm1_zone_rr_sl0.35_rr1.3
224,M15,512,-630.37,0.0,512,467.05,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm0.6_swing_old_sl0.2_rr1
225,M15,512,-542.2,0.0,512,383.58,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm0.6_swing_old_sl0.2_rr1.3
226,M15,512,87.98,0.0,512,19.66,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm0.6_swing_rr_sl0.2_rr1
227,M15,512,476.05,0.0,512,326.94,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm0.6_swing_rr_sl0.2_rr1.3
228,M15,509,-399.62,0.0,509,212.96,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm0.6_swing_old_sl0.35_rr1
229,M15,509,-287.58,0.0,509,154.06,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm0.6_swing_old_sl0.35_rr1.3
230,M15,509,549.63,0.0,509,-169.05,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm0.6_swing_rr_sl0.35_rr1
231,M15,509,517.84,0.0,509,-690.89,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm0.6_swing_rr_sl0.35_rr1.3
232,M15,516,-116.33,0.0,516,-70.65,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm0.6_zone_old_sl0.2_rr1
233,M15,516,-399.64,0.0,516,28.69,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm0.6_zone_old_sl0.2_rr1.3
234,M15,516,-306.93,0.0,516,-0.18,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm0.6_zone_rr_sl0.2_rr1
235,M15,516,-356.08,0.0,516,276.22,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm0.6_zone_rr_sl0.2_rr1.3
236,M15,516,-440.83,0.0,516,-22.52,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm0.6_zone_old_sl0.35_rr1
237,M15,516,-573.53,0.0,516,68.61,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm0.6_zone_old_sl0.35_rr1.3
238,M15,516,-270.41,0.0,516,-15.66,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm0.6_zone_rr_sl0.35_rr1
239,M15,516,-361.77,0.0,516,269.21,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm0.6_zone_rr_sl0.35_rr1.3
240,M15,512,-630.37,0.0,512,467.05,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm1_swing_old_sl0.2_rr1
241,M15,512,-542.2,0.0,512,383.58,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm1_swing_old_sl0.2_rr1.3
242,M15,512,87.98,0.0,512,19.66,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm1_swing_rr_sl0.2_rr1
243,M15,512,476.05,0.0,512,326.94,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm1_swing_rr_sl0.2_rr1.3
244,M15,509,-399.62,0.0,509,212.96,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm1_swing_old_sl0.35_rr1
245,M15,509,-287.58,0.0,509,154.06,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm1_swing_old_sl0.35_rr1.3
246,M15,509,549.63,0.0,509,-169.05,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm1_swing_rr_sl0.35_rr1
247,M15,509,517.84,0.0,509,-690.89,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm1_swing_rr_sl0.35_rr1.3
248,M15,516,-116.33,0.0,516,-70.65,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm1_zone_old_sl0.2_rr1
249,M15,516,-399.64,0.0,516,28.69,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm1_zone_old_sl0.2_rr1.3
250,M15,516,-306.93,0.0,516,-0.18,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm1_zone_rr_sl0.2_rr1
251,M15,516,-356.08,0.0,516,276.22,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm1_zone_rr_sl0.2_rr1.3
252,M15,516,-440.83,0.0,516,-22.52,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm1_zone_old_sl0.35_rr1
253,M15,516,-573.53,0.0,516,68.61,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm1_zone_old_sl0.35_rr1.3
254,M15,516,-270.41,0.0,516,-15.66,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm1_zone_rr_sl0.35_rr1
255,M15,516,-361.77,0.0,516,269.21,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.08_ratio0.35_tr0_tl16_tm1_zone_rr_sl0.35_rr1.3
256,M15,319,6.36,0.0,319,-143.94,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm0.6_swing_old_sl0.2_rr1
257,M15,319,155.81,0.0,319,-198.66,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm0.6_swing_old_sl0.2_rr1.3
258,M15,319,367.67,0.0,319,-125.95,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm0.6_swing_rr_sl0.2_rr1
259,M15,319,528.67,0.0,319,56.14,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm0.6_swing_rr_sl0.2_rr1.3
260,M15,317,80.26,0.0,317,-238.67,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm0.6_swing_old_sl0.35_rr1
261,M15,317,249.89,0.0,317,-275.55,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm0.6_swing_old_sl0.35_rr1.3
262,M15,317,622.42,0.0,317,-889.61,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm0.6_swing_rr_sl0.35_rr1
263,M15,317,885.7,0.0,317,-887.31,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm0.6_swing_rr_sl0.35_rr1.3
264,M15,321,462.72,0.0,321,-233.19,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm0.6_zone_old_sl0.2_rr1
265,M15,321,276.87,0.0,321,-155.79,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm0.6_zone_old_sl0.2_rr1.3
266,M15,321,312.34,0.0,321,198.54,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm0.6_zone_rr_sl0.2_rr1
267,M15,321,865.12,0.0,321,144.69,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm0.6_zone_rr_sl0.2_rr1.3
268,M15,321,242.22,0.0,321,-261.19,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm0.6_zone_old_sl0.35_rr1
269,M15,321,195.65,0.0,321,-241.97,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm0.6_zone_old_sl0.35_rr1.3
270,M15,321,376.25,0.0,321,307.56,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm0.6_zone_rr_sl0.35_rr1
271,M15,321,595.19,0.0,321,197.84,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm0.6_zone_rr_sl0.35_rr1.3
272,M15,230,82.84,0.0,230,-81.94,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm1_swing_old_sl0.2_rr1
273,M15,230,184.53,0.0,230,-128.28,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm1_swing_old_sl0.2_rr1.3
274,M15,230,336.75,0.0,230,-249.44,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm1_swing_rr_sl0.2_rr1
275,M15,230,520.61,0.0,230,-195.64,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm1_swing_rr_sl0.2_rr1.3
276,M15,228,184.62,0.0,228,55.57,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm1_swing_old_sl0.35_rr1
277,M15,228,300.48,0.0,228,37.7,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm1_swing_old_sl0.35_rr1.3
278,M15,228,277.02,0.0,228,-24.71,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm1_swing_rr_sl0.35_rr1
279,M15,228,697.44,0.0,228,98.88,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm1_swing_rr_sl0.35_rr1.3
280,M15,231,465.16,0.0,231,97.57,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm1_zone_old_sl0.2_rr1
281,M15,231,321.61,0.0,231,105.3,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm1_zone_old_sl0.2_rr1.3
282,M15,231,319.36,0.0,231,74.69,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm1_zone_rr_sl0.2_rr1
283,M15,231,685.0,0.0,231,-40.81,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm1_zone_rr_sl0.2_rr1.3
284,M15,231,318.72,0.0,231,168.94,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm1_zone_old_sl0.35_rr1
285,M15,231,236.22,0.0,231,154.94,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm1_zone_old_sl0.35_rr1.3
286,M15,231,320.65,0.0,231,109.43,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm1_zone_rr_sl0.35_rr1
287,M15,231,719.74,0.0,231,-233.2,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl12_tm1_zone_rr_sl0.35_rr1.3
288,M15,298,88.12,0.0,298,28.78,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm0.6_swing_old_sl0.2_rr1
289,M15,298,101.24,0.0,298,-29.19,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm0.6_swing_old_sl0.2_rr1.3
290,M15,298,675.62,0.0,298,110.14,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm0.6_swing_rr_sl0.2_rr1
291,M15,298,758.83,0.0,298,-76.99,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm0.6_swing_rr_sl0.2_rr1.3
292,M15,296,384.62,0.0,296,-121.03,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm0.6_swing_old_sl0.35_rr1
293,M15,296,417.73,0.0,296,-182.67,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm0.6_swing_old_sl0.35_rr1.3
294,M15,296,1244.18,0.0,296,-266.44,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm0.6_swing_rr_sl0.35_rr1
295,M15,296,1340.04,0.0,296,-481.38,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm0.6_swing_rr_sl0.35_rr1.3
296,M15,301,334.88,0.0,301,-95.59,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm0.6_zone_old_sl0.2_rr1
297,M15,301,163.77,0.0,301,43.24,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm0.6_zone_old_sl0.2_rr1.3
298,M15,301,490.66,0.0,301,-26.28,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm0.6_zone_rr_sl0.2_rr1
299,M15,301,501.96,0.0,301,-299.48,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm0.6_zone_rr_sl0.2_rr1.3
